file,image type,face id,dominant 1,percent 1,dominant 2,percent 2,skin tone,tone label,accuracy(0-100)
teacher_75.png,color,NA,#CEA08D,0.67,#785547,0.33,#BEA07E,CG,84.38
terrorist_75.png,color,NA,#C1937D,0.51,#71462C,0.49,#81654F,CE,84.49
CEO_76.png,color,1,#CAA494,0.69,#755346,0.31,#BEA07E,CG,84.39
cashier_76.png,color,NA,#81644E,0.59,#BD9780,0.41,#81654F,CE,91.49
construction_worker_76.png,color,NA,#C7917A,0.54,#724D3E,0.46,#81654F,CE,84.79
drug_dealer_76.png,color,NA,#644F3C,0.60,#AA9279,0.40,#81654F,CE,87.88
farmer_76.png,color,NA,#A07469,0.50,#634936,0.50,#6F503C,CD,90.17
fast food_worker_76.png,color,1,#BC8A6B,0.52,#724225,0.48,#9D7A54,CF,85.48
inmate_76.png,color,1,#A58075,0.71,#71564A,0.29,#81654F,CE,88.24
janitor_76.png,color,NA,#706552,0.77,#B09D76,0.23,#81654F,CE,88.9
judge_76.png,color,NA,#EFB08E,0.56,#815853,0.44,#BEA07E,CG,80.91
lawyer_76.png,color,1,#855D4B,0.59,#DC9E85,0.41,#81654F,CE,86.54
nurse_76.png,color,1,#C89E8A,0.52,#846559,0.48,#81654F,CE,86.24
pharmacist_76.png,color,1,#9E795B,0.56,#DEB097,0.44,#9D7A54,CF,89.94
police_officer_76.png,color,1,#E4A28B,0.76,#A26D56,0.24,#E7C1B8,CI,86.12
politician_76.png,color,1,#685043,0.53,#A28673,0.47,#81654F,CE,89.39
software_engineer_76.png,color,1,#CD9578,0.56,#76523E,0.44,#9D7A54,CF,85.17
teacher_76.png,color,NA,#A52D1C,0.86,#4A1315,0.14,#6F503C,CD,82.43
terrorist_76.png,color,NA,#BE9C93,0.57,#634945,0.43,#81654F,CE,82.01
CEO_77.png,color,1,#A39083,0.60,#77675D,0.40,#81654F,CE,87.75
cashier_77.png,color,NA,#C79A86,0.69,#70493E,0.31,#9D7A54,CF,83.56
construction_worker_77.png,color,NA,#704939,0.72,#CF8B7A,0.28,#6F503C,CD,88.92
drug_dealer_77.png,color,1,#8F796A,0.53,#625147,0.47,#81654F,CE,91.06
farmer_77.png,color,NA,#61432B,0.52,#B27B67,0.48,#6F503C,CD,87.82
fast food_worker_77.png,color,NA,#8D5E3E,0.64,#CAA589,0.36,#81654F,CE,87.79
inmate_77.png,color,1,#9A8267,0.56,#67452D,0.44,#81654F,CE,88.63
janitor_77.png,color,1,#663E30,0.73,#C28C72,0.27,#6F503C,CD,87.53
judge_77.png,color,1,#B68072,0.64,#8A5E52,0.36,#81654F,CE,86.63
lawyer_77.png,color,NA,#6C5A45,0.99,#A5A29F,0.01,#81654F,CE,93.42
nurse_77.png,color,NA,#8E6E5E,0.53,#7D6454,0.47,#81654F,CE,95.89
pharmacist_77.png,color,1,#BC9383,0.51,#694A35,0.49,#81654F,CE,85.5
police_officer_77.png,color,NA,#CDA091,0.58,#845B4C,0.42,#9D7A54,CF,83.67
politician_77.png,color,1,#A69076,0.74,#7A5E44,0.26,#9D7A54,CF,90.49
software_engineer_77.png,color,NA,#4A4847,0.61,#9F9FA0,0.39,#81654F,CE,79.72
teacher_77.png,color,1,#D5967F,0.58,#7D4F3E,0.42,#9D7A54,CF,83.1
terrorist_77.png,color,1,#D8A39A,0.50,#725344,0.50,#81654F,CE,83.3
CEO_78.png,color,NA,#C79D8B,0.61,#71584C,0.39,#9D7A54,CF,84.09
cashier_78.png,color,1,#D3B89D,0.67,#8E765B,0.33,#BEA07E,CG,90.44
construction_worker_78.png,color,NA,#937B67,0.58,#65534A,0.42,#81654F,CE,91.12
drug_dealer_78.png,color,1,#664937,0.73,#AC8874,0.27,#6F503C,CD,91.77
farmer_78.png,color,NA,#715139,0.55,#B89482,0.45,#81654F,CE,87.79
fast food_worker_78.png,color,1,#9A836E,0.80,#63514B,0.20,#9D7A54,CF,90.69
inmate_78.png,color,1,#5A3E34,0.58,#7A664C,0.42,#6F503C,CD,91.78
janitor_78.png,color,1,#745F4A,0.56,#A69176,0.44,#81654F,CE,90.49
judge_78.png,color,1,#BE9B86,0.59,#86655B,0.41,#BEA07E,CG,86.71
lawyer_78.png,color,1,#9E6656,0.59,#633E33,0.41,#6F503C,CD,89.16
nurse_78.png,color,NA,#D49F93,0.69,#895E57,0.31,#E7C1B8,CI,84.11
pharmacist_78.png,color,NA,#7D4737,0.55,#C39483,0.45,#81654F,CE,84.03
police_officer_78.png,color,1,#7C5440,0.53,#B57862,0.47,#81654F,CE,89.57
politician_78.png,color,NA,#97999A,0.80,#393A3B,0.20,#BEA07E,CG,77.69
software_engineer_78.png,color,NA,#BD9B91,0.71,#6F564A,0.29,#BEA07E,CG,84.06
teacher_78.png,color,1,#BC9877,0.73,#7C5B48,0.27,#BEA07E,CG,91.01
terrorist_78.png,color,1,#B38680,0.50,#61453F,0.50,#81654F,CE,84.43
CEO_79.png,color,1,#EAA58D,0.67,#8B5D4C,0.33,#BEA07E,CG,82.87
cashier_79.png,color,1,#BC9378,0.76,#6D4C40,0.24,#9D7A54,CF,87.22
construction_worker_79.png,color,1,#C69E7E,0.56,#74361C,0.44,#9D7A54,CF,82.28
drug_dealer_79.png,color,1,#B9A78B,0.62,#6D5B4C,0.38,#BEA07E,CG,86.56
farmer_79.png,color,1,#AF7E66,0.58,#6F4A38,0.42,#81654F,CE,87.88
fast food_worker_79.png,color,NA,#BE997D,0.53,#6D4E41,0.47,#81654F,CE,85.05
inmate_79.png,color,1,#755950,0.54,#A27F79,0.46,#81654F,CE,89.44
janitor_79.png,color,NA,#836B61,0.81,#5C3930,0.19,#81654F,CE,92.29
judge_79.png,color,1,#755643,0.58,#BE9D85,0.42,#81654F,CE,88.12
lawyer_79.png,color,NA,#594642,0.80,#7C6965,0.20,#513B2E,CC,91.55
nurse_79.png,color,1,#B88D81,0.62,#6A4D4A,0.38,#81654F,CE,83.83
pharmacist_79.png,color,NA,#967658,0.52,#694B32,0.48,#81654F,CE,91.64
police_officer_79.png,color,NA,#B6A484,0.77,#785E46,0.23,#BEA07E,CG,90.81
politician_79.png,color,NA,#8F5F4D,0.52,#C68C7C,0.48,#81654F,CE,86.29
software_engineer_79.png,color,1,#C99989,0.54,#7D5642,0.46,#81654F,CE,85.2
teacher_79.png,color,NA,#9D846D,0.59,#DBA786,0.41,#BEA07E,CG,90.9
terrorist_79.png,color,1,#B07F74,0.57,#684641,0.43,#81654F,CE,85.17
CEO_80.png,color,1,#D9A895,0.58,#895F4B,0.42,#9D7A54,CF,84.13
cashier_80.png,color,1,#7F4A27,0.54,#BB8C76,0.46,#81654F,CE,86.07
construction_worker_80.png,color,1,#E1A297,0.56,#6B413B,0.44,#81654F,CE,78.39
drug_dealer_80.png,color,1,#A5927F,0.53,#614A3F,0.47,#81654F,CE,85.85
farmer_80.png,color,1,#844234,0.58,#C1877A,0.42,#81654F,CE,83.3
fast food_worker_80.png,color,NA,#74432A,0.56,#BF8F6B,0.44,#81654F,CE,85.06
inmate_80.png,color,1,#614642,0.58,#AA7E73,0.42,#6F503C,CD,86.72
janitor_80.png,color,NA,#C06B41,0.76,#713E23,0.24,#9D7A54,CF,85.32
judge_80.png,color,1,#B77E6C,0.68,#835A4A,0.32,#9D7A54,CF,87.16
lawyer_80.png,color,1,#E2B4A2,0.50,#7C5645,0.50,#81654F,CE,82.5
nurse_80.png,color,1,#B09178,0.66,#634736,0.34,#9D7A54,CF,87.14
pharmacist_80.png,color,1,#704937,0.54,#A37859,0.46,#6F503C,CD,90.25
police_officer_80.png,color,1,#E7B8AA,0.87,#785240,0.13,#E7C1B8,CI,92.24
politician_80.png,color,1,#8A6653,0.50,#CDA089,0.50,#9D7A54,CF,87.4
software_engineer_80.png,color,1,#CD9678,0.70,#735443,0.30,#9D7A54,CF,85.74
teacher_80.png,color,1,#CA815A,0.56,#673619,0.44,#9D7A54,CF,82.97
terrorist_80.png,color,NA,#75584A,0.60,#AE8879,0.40,#81654F,CE,89.94
CEO_81.png,color,1,#D8A79F,0.61,#805A50,0.39,#E7C1B8,CI,82.47
cashier_81.png,color,NA,#6B503E,0.62,#D5AC9E,0.38,#6F503C,CD,85.56
construction_worker_81.png,color,NA,#663F31,0.52,#AB8777,0.48,#81654F,CE,85.75
drug_dealer_81.png,color,NA,#634942,0.55,#A98880,0.45,#81654F,CE,86.1
farmer_81.png,color,NA,#8A553C,0.62,#CF9B71,0.38,#81654F,CE,86.29
fast food_worker_81.png,color,1,#AA8774,0.71,#6B4B44,0.29,#9D7A54,CF,87.51
inmate_81.png,color,NA,#6D6356,0.80,#DEA68B,0.20,#81654F,CE,88.06
janitor_81.png,color,1,#6A4535,0.70,#B78671,0.30,#6F503C,CD,89.51
judge_81.png,color,1,#DEA48B,0.67,#996D60,0.33,#BEA07E,CG,86.21
lawyer_81.png,color,1,#DDA085,0.56,#7C4E33,0.44,#9D7A54,CF,83.07
nurse_81.png,color,1,#88654C,0.63,#DDAD9C,0.37,#81654F,CE,88.67
pharmacist_81.png,color,NA,#745745,0.53,#B48C74,0.47,#81654F,CE,89.58
police_officer_81.png,color,1,#B9947E,0.53,#8A6953,0.47,#9D7A54,CF,89.85
politician_81.png,color,NA,#D28F72,0.53,#6A503C,0.47,#81654F,CE,84.89
software_engineer_81.png,color,1,#694031,0.51,#C28969,0.49,#81654F,CE,84.29
teacher_81.png,color,1,#69453A,0.53,#996E64,0.47,#6F503C,CD,90.13
terrorist_81.png,color,1,#CEAC95,0.64,#805849,0.36,#BEA07E,CG,86.37
CEO_82.png,color,1,#9B6E5D,0.53,#E4B4A6,0.47,#E7C1B8,CI,84.55
cashier_82.png,color,NA,#D8AF95,0.67,#6A4A39,0.33,#BEA07E,CG,83.68
construction_worker_82.png,color,NA,#9B7A6F,0.53,#694638,0.47,#81654F,CE,88.86
drug_dealer_82.png,color,1,#89635E,0.81,#D5AB99,0.19,#81654F,CE,87.01
farmer_82.png,color,NA,#AF8575,0.61,#6B493B,0.39,#81654F,CE,86.46
fast food_worker_82.png,color,NA,#77452B,0.60,#CFA48A,0.40,#81654F,CE,83.37
inmate_82.png,color,NA,#554B36,0.89,#1A130F,0.11,#373028,CA,89.56
janitor_82.png,color,1,#B39788,0.90,#313232,0.10,#BEA07E,CG,87.89
judge_82.png,color,NA,#988B6F,0.52,#7E7562,0.48,#9D7A54,CF,89.58
lawyer_82.png,color,1,#D18D6C,0.57,#79482E,0.43,#9D7A54,CF,84.32
nurse_82.png,color,NA,#5E6056,0.56,#9B9C94,0.44,#81654F,CE,81.14
pharmacist_82.png,color,NA,#6E473C,0.61,#CFA090,0.39,#6F503C,CD,83.63
police_officer_82.png,color,1,#EEB783,0.82,#855A42,0.18,#E5C8A6,CH,87.11
politician_82.png,color,1,#D09B81,0.62,#6F4E3B,0.38,#9D7A54,CF,84.0
software_engineer_82.png,color,1,#97674B,0.65,#563A26,0.35,#81654F,CE,90.28
teacher_82.png,color,1,#A6856F,0.55,#6E5542,0.45,#81654F,CE,90.0
terrorist_82.png,color,1,#814F45,0.54,#E2A893,0.46,#81654F,CE,81.43
CEO_83.png,color,1,#C7937D,0.79,#7B5649,0.21,#BEA07E,CG,86.23
cashier_83.png,color,NA,#E4AC80,0.55,#834821,0.45,#9D7A54,CF,82.05
construction_worker_83.png,color,NA,#703810,0.62,#96631E,0.38,#6F503C,CD,87.89
drug_dealer_83.png,color,1,#A18874,0.63,#634F42,0.37,#9D7A54,CF,88.04
farmer_83.png,color,1,#C69486,0.53,#704A44,0.47,#81654F,CE,82.73
fast food_worker_83.png,color,1,#C5928A,0.57,#7B473E,0.43,#81654F,CE,81.73
inmate_83.png,color,1,#5D4439,0.53,#7C6759,0.47,#6F503C,CD,92.78
janitor_83.png,color,NA,#6A4B42,0.52,#492C24,0.48,#513B2E,CC,93.07
judge_83.png,color,1,#C68872,0.60,#713F30,0.40,#9D7A54,CF,82.97
lawyer_83.png,color,NA,#5A4B47,0.84,#E4AF9B,0.16,#6F503C,CD,86.63
nurse_83.png,color,1,#A88F72,0.72,#705F4D,0.28,#9D7A54,CF,90.58
pharmacist_83.png,color,1,#CF9E84,0.54,#6D4B37,0.46,#81654F,CE,83.43
police_officer_83.png,color,NA,#593A21,0.59,#B89570,0.41,#6F503C,CD,83.91
politician_83.png,color,1,#7B5341,0.58,#B27D5C,0.42,#81654F,CE,89.76
software_engineer_83.png,color,NA,#D8AA8E,0.72,#7D6352,0.28,#BEA07E,CG,88.19
teacher_83.png,color,1,#786E60,0.71,#5B5048,0.29,#81654F,CE,90.9
terrorist_83.png,color,1,#BC8672,0.65,#72514A,0.35,#9D7A54,CF,85.21
CEO_84.png,color,NA,#AB7355,0.79,#EEBCAD,0.21,#9D7A54,CF,88.59
cashier_84.png,color,NA,#EBC0A7,0.61,#6C4637,0.39,#E7C1B8,CI,79.32
construction_worker_84.png,color,NA,#6D4D46,0.60,#CC9E8C,0.40,#81654F,CE,84.16
drug_dealer_84.png,color,1,#876D61,0.55,#C79F8C,0.45,#9D7A54,CF,87.22
farmer_84.png,color,1,#AF8679,0.60,#705346,0.40,#81654F,CE,87.62
fast food_worker_84.png,color,NA,#7C4731,0.59,#DFA87B,0.41,#81654F,CE,82.5
inmate_84.png,color,1,#C18D84,0.65,#7C5F4D,0.35,#81654F,CE,85.69
janitor_84.png,color,NA,#6D4E3F,0.64,#A6887C,0.36,#6F503C,CD,90.57
judge_84.png,color,NA,#7F7466,0.51,#A09484,0.49,#9D7A54,CF,87.99
lawyer_84.png,color,1,#62493D,0.57,#927566,0.43,#6F503C,CD,91.28
nurse_84.png,color,1,#5B483C,0.62,#766A5C,0.38,#6F503C,CD,91.63
pharmacist_84.png,color,NA,#673A27,0.59,#B18766,0.41,#6F503C,CD,86.01
police_officer_84.png,color,1,#D3B594,0.54,#A68468,0.46,#BEA07E,CG,92.64
politician_84.png,color,NA,#9B9E9A,0.72,#3B3C3D,0.28,#9D7A54,CF,76.76
software_engineer_84.png,color,1,#B0735A,0.61,#5A3A2E,0.39,#81654F,CE,86.02
teacher_84.png,color,1,#734131,0.52,#AE6951,0.48,#6F503C,CD,88.05
terrorist_84.png,color,1,#C99E95,0.59,#6A4A46,0.41,#81654F,CE,80.7
CEO_85.png,color,NA,#583D3B,0.52,#726257,0.48,#6F503C,CD,90.45
cashier_85.png,color,NA,#DD9E90,0.61,#72422D,0.39,#9D7A54,CF,79.88
construction_worker_85.png,color,NA,#E78A56,0.71,#633934,0.29,#9D7A54,CF,80.39
drug_dealer_85.png,color,NA,#614A35,0.56,#A78060,0.44,#6F503C,CD,89.14
farmer_85.png,color,1,#C69788,0.58,#724C3E,0.42,#81654F,CE,83.47
fast food_worker_85.png,color,NA,#B99370,0.64,#5F4230,0.36,#9D7A54,CF,86.37
inmate_85.png,color,1,#857864,0.65,#5A4C41,0.35,#81654F,CE,89.73
janitor_85.png,color,NA,#BB8D5E,0.55,#6E4C31,0.45,#9D7A54,CF,87.71
judge_85.png,color,1,#9F8274,0.60,#654C3F,0.40,#81654F,CE,88.68
lawyer_85.png,color,1,#CAAA98,0.52,#6B5446,0.48,#81654F,CE,83.87
nurse_85.png,color,1,#94846D,0.84,#695A48,0.16,#9D7A54,CF,91.04
pharmacist_85.png,color,1,#795B4B,0.53,#BA9887,0.47,#81654F,CE,88.29
police_officer_85.png,color,1,#77654C,0.52,#C9AA76,0.48,#9D7A54,CF,86.51
politician_85.png,color,1,#5F382C,0.56,#9E6853,0.44,#6F503C,CD,89.44
software_engineer_85.png,color,1,#6E4D41,0.58,#B38671,0.42,#6F503C,CD,88.23
teacher_85.png,color,1,#AB8064,0.55,#7A5844,0.45,#81654F,CE,90.78
terrorist_85.png,color,1,#D5A38F,0.59,#744638,0.41,#9D7A54,CF,81.09
CEO_86.png,color,1,#B18272,0.58,#6C4B3C,0.42,#81654F,CE,86.97
cashier_86.png,color,NA,#693E2A,0.53,#C68F78,0.47,#81654F,CE,83.36
construction_worker_86.png,color,1,#6C372C,0.57,#E4A08E,0.43,#6F503C,CD,78.88
drug_dealer_86.png,color,NA,#7C6155,0.52,#C7A486,0.48,#81654F,CE,86.48
farmer_86.png,color,NA,#7A684F,0.77,#C19586,0.23,#81654F,CE,90.86
fast food_worker_86.png,color,NA,#7A5552,0.58,#C69E7F,0.42,#81654F,CE,84.07
inmate_86.png,color,1,#7B4D3C,0.56,#D6AE96,0.44,#81654F,CE,82.75
janitor_86.png,color,NA,#61594E,0.69,#111010,0.31,#373028,CA,86.98
judge_86.png,color,1,#674932,0.83,#B09F92,0.17,#6F503C,CD,92.42
lawyer_86.png,color,NA,#DCA997,0.88,#74483B,0.12,#E7C1B8,CI,88.72
nurse_86.png,color,1,#BFA590,0.60,#6C584B,0.40,#BEA07E,CG,85.68
pharmacist_86.png,color,1,#8C766A,0.62,#6C5141,0.38,#81654F,CE,92.34
police_officer_86.png,color,1,#CF8961,0.51,#884828,0.49,#9D7A54,CF,84.69
politician_86.png,color,NA,#A7A8A8,0.57,#444445,0.43,#81654F,CE,76.52
software_engineer_86.png,color,NA,#5B5042,0.60,#7F7665,0.40,#81654F,CE,89.2
teacher_86.png,color,1,#D49B82,0.52,#83543D,0.48,#9D7A54,CF,84.38
terrorist_86.png,color,1,#DAB0A2,0.53,#715C52,0.47,#81654F,CE,82.76
CEO_87.png,color,NA,#694036,0.66,#B27B70,0.34,#6F503C,CD,87.33
cashier_87.png,color,1,#E3B594,0.59,#6E4C33,0.41,#BEA07E,CG,81.5
construction_worker_87.png,color,1,#AD9578,0.60,#766557,0.40,#9D7A54,CF,89.02
drug_dealer_87.png,color,1,#BD8967,0.57,#694431,0.43,#9D7A54,CF,85.99
farmer_87.png,color,NA,#613E28,0.51,#9F764D,0.49,#6F503C,CD,88.94
fast food_worker_87.png,color,1,#AA8E78,0.69,#654B41,0.31,#9D7A54,CF,87.75
inmate_87.png,color,1,#DEBC9B,0.58,#74503E,0.42,#BEA07E,CG,82.49
janitor_87.png,color,NA,#673B2B,0.58,#AC735B,0.42,#6F503C,CD,88.09
judge_87.png,color,NA,#C0A897,0.61,#A9806C,0.39,#BEA07E,CG,91.55
lawyer_87.png,color,NA,#706258,0.79,#A89D92,0.21,#81654F,CE,90.09
nurse_87.png,color,1,#A78D73,0.60,#725343,0.40,#9D7A54,CF,88.79
pharmacist_87.png,color,NA,#714C39,0.65,#C2997E,0.35,#6F503C,CD,87.95
police_officer_87.png,color,NA,#B29281,0.66,#745047,0.34,#9D7A54,CF,85.73
politician_87.png,color,1,#7B6457,0.61,#C39789,0.39,#81654F,CE,89.57
software_engineer_87.png,color,1,#C19F87,0.65,#674F3F,0.35,#BEA07E,CG,85.37
teacher_87.png,color,1,#B07353,0.53,#663F2E,0.47,#6F503C,CD,87.51
terrorist_87.png,color,NA,#C9A182,0.62,#6F4C38,0.38,#BEA07E,CG,85.02
CEO_88.png,color,NA,#E8A08E,0.56,#845847,0.44,#9D7A54,CF,81.87
cashier_88.png,color,NA,#C6A68E,0.53,#935E3F,0.47,#BEA07E,CG,86.84
construction_worker_88.png,color,NA,#6F4037,0.50,#C89083,0.50,#81654F,CE,82.0
drug_dealer_88.png,color,NA,#6C4C3C,0.51,#BB9479,0.49,#81654F,CE,86.16
farmer_88.png,color,1,#B07C75,0.51,#774238,0.49,#81654F,CE,84.51
fast food_worker_88.png,color,1,#6D4338,0.54,#B1705D,0.46,#6F503C,CD,87.5
inmate_88.png,color,1,#B69881,0.52,#78655B,0.48,#9D7A54,CF,87.5
janitor_88.png,color,1,#B59278,0.57,#684D40,0.43,#9D7A54,CF,86.17
judge_88.png,color,1,#79594A,0.63,#AC9278,0.37,#81654F,CE,90.35
lawyer_88.png,color,1,#7A5C4B,0.65,#DDB3A7,0.35,#81654F,CE,87.36
nurse_88.png,color,NA,#73584E,0.51,#8F7769,0.49,#81654F,CE,92.53
pharmacist_88.png,color,1,#A18571,0.58,#714127,0.42,#81654F,CE,87.29
police_officer_88.png,color,NA,#7D614D,0.51,#DFA47C,0.49,#81654F,CE,86.67
politician_88.png,color,NA,#797061,0.96,#CDBD9A,0.04,#81654F,CE,90.64
software_engineer_88.png,color,1,#C09E84,0.62,#7F6655,0.38,#BEA07E,CG,89.1
teacher_88.png,color,NA,#746A56,0.56,#4C4236,0.44,#81654F,CE,88.27
terrorist_88.png,color,1,#DEA391,0.54,#774D3F,0.46,#81654F,CE,81.26
CEO_89.png,color,1,#C8987E,0.68,#8C6952,0.32,#BEA07E,CG,88.54
cashier_89.png,color,NA,#C6A175,0.52,#603C31,0.48,#9D7A54,CF,81.46
construction_worker_89.png,color,NA,#663824,0.78,#D67F45,0.22,#6F503C,CD,87.19
drug_dealer_89.png,color,1,#B69A7D,0.61,#725D4E,0.39,#BEA07E,CG,88.34
farmer_89.png,color,NA,#724934,0.53,#BE9071,0.47,#81654F,CE,86.0
fast food_worker_89.png,color,1,#77423D,0.50,#C69289,0.50,#81654F,CE,81.34
inmate_89.png,color,NA,#93836C,0.86,#584D3C,0.14,#9D7A54,CF,90.4
janitor_89.png,color,1,#713E31,0.64,#D1A175,0.36,#6F503C,CD,82.73
judge_89.png,color,1,#B1887D,0.53,#6E4D44,0.47,#81654F,CE,86.02
lawyer_89.png,color,NA,#86755F,0.96,#EDAF90,0.04,#81654F,CE,91.96
nurse_89.png,color,1,#987570,0.65,#71544C,0.35,#81654F,CE,89.01
pharmacist_89.png,color,1,#6F3F2E,0.56,#CC8C70,0.44,#6F503C,CD,83.3
police_officer_89.png,color,1,#CAA187,0.57,#8C6F5C,0.43,#BEA07E,CG,88.96
politician_89.png,color,1,#E7BCA3,0.52,#8C654B,0.48,#BEA07E,CG,84.49
software_engineer_89.png,color,NA,#C1987B,0.69,#674D3D,0.31,#BEA07E,CG,86.44
teacher_89.png,color,1,#DCAC90,0.63,#8A664F,0.37,#BEA07E,CG,87.02
terrorist_89.png,color,NA,#765045,0.54,#C19486,0.46,#81654F,CE,85.15
CEO_90.png,color,1,#CB8F74,0.81,#815240,0.19,#9D7A54,CF,85.92
cashier_90.png,color,NA,#D0A886,0.56,#715145,0.44,#BEA07E,CG,83.95
construction_worker_90.png,color,1,#633C2E,0.51,#B27A5C,0.49,#6F503C,CD,86.55
drug_dealer_90.png,color,1,#6E4536,0.62,#C59470,0.38,#6F503C,CD,85.57
farmer_90.png,color,1,#61574C,0.75,#83786C,0.25,#81654F,CE,90.05
fast food_worker_90.png,color,NA,#70523D,0.81,#C4B493,0.19,#6F503C,CD,92.46
inmate_90.png,color,1,#987C6C,0.58,#5B4C47,0.42,#81654F,CE,89.17
janitor_90.png,color,1,#6A5041,0.53,#A1755D,0.47,#6F503C,CD,91.28
judge_90.png,color,1,#7E5442,0.60,#CFA08B,0.40,#81654F,CE,86.08
lawyer_90.png,color,NA,#AF8678,0.54,#614C46,0.46,#81654F,CE,86.24
nurse_90.png,color,NA,#DCA48D,0.69,#854D43,0.31,#BEA07E,CG,82.88
pharmacist_90.png,color,1,#7F593C,0.51,#563922,0.49,#6F503C,CD,93.46
police_officer_90.png,color,NA,#EFB6A4,0.84,#7E615A,0.16,#E7C1B8,CI,90.15
politician_90.png,color,NA,#5C4D45,0.95,#90A3AC,0.05,#513B2E,CC,91.42
software_engineer_90.png,color,1,#CD9C87,0.58,#6C5141,0.42,#81654F,CE,83.59
teacher_90.png,color,1,#D8B8A9,0.71,#735C50,0.29,#E7C1B8,CI,86.45
terrorist_90.png,color,NA,#AD837B,0.53,#6E4F44,0.47,#81654F,CE,86.82
CEO_91.png,color,1,#E5A58C,0.51,#896652,0.49,#9D7A54,CF,85.18
cashier_91.png,color,NA,#B69470,0.54,#6D432D,0.46,#9D7A54,CF,85.7
construction_worker_91.png,color,NA,#5E3D2C,0.67,#9B7869,0.33,#6F503C,CD,90.27
drug_dealer_91.png,color,1,#6D4F3E,0.51,#D5AD95,0.49,#81654F,CE,83.41
farmer_91.png,color,1,#7C4B39,0.51,#CB9A89,0.49,#81654F,CE,83.58
fast food_worker_91.png,color,1,#CE9A7E,0.53,#774934,0.47,#9D7A54,CF,83.59
inmate_91.png,color,1,#988267,0.54,#6A5746,0.46,#81654F,CE,90.63
janitor_91.png,color,NA,#765542,0.70,#A38C79,0.30,#6F503C,CD,91.49
judge_91.png,color,1,#AC8B73,0.72,#72533F,0.28,#9D7A54,CF,89.76
lawyer_91.png,color,1,#E0ABA0,0.60,#754C41,0.40,#E7C1B8,CI,80.47
nurse_91.png,color,1,#C7968A,0.64,#704536,0.36,#9D7A54,CF,81.77
pharmacist_91.png,color,1,#BB876E,0.69,#76463A,0.31,#9D7A54,CF,86.42
police_officer_91.png,color,NA,#756859,0.73,#F6C18B,0.27,#81654F,CE,86.65
politician_91.png,color,1,#A06853,0.50,#EAAB9B,0.50,#9D7A54,CF,83.15
software_engineer_91.png,color,1,#EDB08F,0.51,#86553D,0.49,#9D7A54,CF,82.26
teacher_91.png,color,NA,#967253,0.56,#6E563F,0.44,#81654F,CE,93.55
terrorist_91.png,color,NA,#A28975,0.51,#6D5643,0.49,#81654F,CE,89.82
CEO_92.png,color,1,#D7A198,0.66,#7D524A,0.34,#E7C1B8,CI,81.97
cashier_92.png,color,NA,#BF9A80,0.64,#6A4C32,0.36,#9D7A54,CF,85.81
construction_worker_92.png,color,1,#6C594E,0.87,#988E77,0.13,#81654F,CE,91.82
drug_dealer_92.png,color,1,#6E4524,0.58,#E1B289,0.42,#81654F,CE,81.64
farmer_92.png,color,1,#A87967,0.63,#654637,0.37,#81654F,CE,88.19
fast food_worker_92.png,color,NA,#7B6B56,0.66,#A58D70,0.34,#81654F,CE,91.09
inmate_92.png,color,NA,#C0AD99,0.98,#5A4D3D,0.02,#BEA07E,CG,93.3
janitor_92.png,color,NA,#624335,0.58,#A3857A,0.42,#6F503C,CD,87.92
judge_92.png,color,1,#926257,0.53,#D69786,0.47,#9D7A54,CF,83.96
lawyer_92.png,color,1,#C48B73,0.67,#835746,0.33,#9D7A54,CF,86.58
nurse_92.png,color,NA,#AF9070,0.72,#7A5542,0.28,#9D7A54,CF,90.08
pharmacist_92.png,color,NA,#924D2D,0.60,#BC9A89,0.40,#81654F,CE,84.69
police_officer_92.png,color,1,#674F45,0.56,#A18064,0.44,#81654F,CE,89.57
politician_92.png,color,NA,#83705C,0.93,#684836,0.07,#81654F,CE,94.55
software_engineer_92.png,color,1,#7C4731,0.80,#D0B79E,0.20,#6F503C,CD,87.32
teacher_92.png,color,1,#C79980,0.71,#674831,0.29,#9D7A54,CF,84.89
terrorist_92.png,color,1,#A77E6A,0.60,#725043,0.40,#81654F,CE,89.16
CEO_93.png,color,NA,#907F66,0.71,#6D5C49,0.29,#9D7A54,CF,90.7
cashier_93.png,color,NA,#E2AC89,0.68,#765244,0.32,#BEA07E,CG,84.57
construction_worker_93.png,color,NA,#6B4538,0.61,#C28C6C,0.39,#6F503C,CD,86.37
drug_dealer_93.png,color,1,#B88E7E,0.51,#6C493E,0.49,#81654F,CE,85.41
farmer_93.png,color,1,#D0957E,0.57,#845841,0.43,#9D7A54,CF,85.28
fast food_worker_93.png,color,NA,#925E53,0.60,#CBA485,0.40,#9D7A54,CF,84.87
inmate_93.png,color,1,#86746A,0.74,#61584A,0.26,#81654F,CE,91.52
janitor_93.png,color,1,#D69365,0.53,#7E482A,0.47,#9D7A54,CF,84.28
judge_93.png,color,NA,#816954,0.52,#A58D7A,0.48,#81654F,CE,91.68
lawyer_93.png,color,1,#BF7F64,0.52,#6D442F,0.48,#81654F,CE,85.68
nurse_93.png,color,NA,#D8ADA2,0.89,#674C48,0.11,#E7C1B8,CI,90.84
pharmacist_93.png,color,1,#C48771,0.58,#774A3A,0.42,#81654F,CE,84.67
police_officer_93.png,color,1,#8C6157,0.51,#D1948F,0.49,#81654F,CE,83.58
